ok,external_id,type,name,winery_name,info,size,vintage,price,purchase_price,quantity,storage_area,internal_notes,visible,wine_id,matched_type,matched_name,matched_winery_name,score
True,808,RED,Valpolicella Superiore Ripasso,Zenato,,BOTTLE,2018,4900,1420,2,808,Glas Preis: 8.0250-300m.ü.M. Handlese. Gärung,True,wine_01gzr4ksd1fnr67jf8jfan1y6x,RED,"Valpolicella Ripasso Superiore ""Ripassa""",Zenato,45.084408
True,809,RED,Brentino,Maculan,,BOTTLE,2011,3600,885,3,809,"Glas Preis: 5.0Handlese. Gärung; Stahltank. Ausbau; 50% im Stahl, 50% für 1 Jahr im franz. Eichenbarrique.",True,wine_01gzr4ksfwnzj82qqh67taatbx,RED,Merlot - Cabernet Sauvignon Brentino,Maculan,34.82889
True,81,,Laurent Perrier Ultra Brut,,,BOTTLE,0,11600,5250,3,81,Glas Preis: 19.0,True,wine_01gzr4ks5hppdh0jyxzez21y5r,SPARKLING,Champagne Ultra Brut Nature,Laurent-Perrier,41.117695
True,810,RED,Fratta,Maculan,,BOTTLE,2015,11500,4190,2,810,Glas Preis: 19.0Handlese. Gärung,False,wine_01gzr4ksfwfx9cxgd5pfnrrzb0,RED,Fratta,Maculan,40.975677
True,810,RED,Fratta,Maculan,,BOTTLE,2012,11500,4190,1,810,Glas Preis: 19.0Handlese. Gärung,True,wine_01gzr4ksfwfx9cxgd5pfnrrzb0,RED,Fratta,Maculan,40.975685
True,813,RED,Amarone della Valpolicecca,Bertani,,BOTTLE,2012,15900,0,12,813,Glas Preis: 26.0,True,wine_01h0my5smqjv1sbfwwyz6m6d4d,RED,Amarone della Valpolicella,Bertani,43.28377
True,815,RED,Focus,Pasini Volpe,,BOTTLE,2007,6000,1789,2,815,Glas Preis: 9.0Fermentation im neuen Barrique für 12 Monate. 12 Moante Flaschenlagerung.,True,wine_01h0qzm19rt1sd9gqbahkd2628,RED,Focus,Zuc di Volpe,32.138065
True,816,RED,Merlot Graf de la Tour,Villa Russiz,,BOTTLE,2018,8200,2990,3,816,"Glas Preis: 13.0Handlese. Gärung; 20 Tage. Ausbau; 24 Moante in franz. Barrique 225l. Assemblage, im Stahl. 10 Moante Flaschenlagerung.",True,wine_01gzr4kt3z3m6jph7qkwzfgm2a,RED,Graf de la Tour,Villa Russiz,49.42223
True,817,RED,Prelit,Podversic Damijan,,BOTTLE,2014,7700,2376,2,817,Glas Preis: 12.0Gärung,True,wine_01gzr4kt12k7f4k5wmhsgm50ce,RED,Prelit,Damijan Podversic,61.758247
True,818,RED,Breg,Gravner,,BOTTLE,2003,27600,12540,1,818,"Glas Preis: 45.0Gärung im Holz. Ausbau; 5 Jahre im Eichenholz, 5 Jahre Flaschenlagerung. Keine Schönung, filtration",True,wine_01h0qzm1sfe27vsfbw0h3d3dn4,RED,Rosso Breg,Gravner,36.927086
True,818,RED,Breg,Gravner,,BOTTLE,2007,27600,12540,1,818,"Glas Preis: 45.0Gärung im Holz. Ausbau; 5 Jahre im Eichenholz, 5 Jahre Flaschenlagerung. Keine Schönung, filtration",False,wine_01h0qzm1sfe27vsfbw0h3d3dn4,RED,Rosso Breg,Gravner,36.92708
True,819,RED,Rujno,Gravner,,BOTTLE,2003,32200,14640,1,819,"Glas Preis: 53.0Fermentation spontan für 5 Wochen.Ausbau; im Eichenholz 228l für 36 Monate. 6 Jahre in der Flasche. Keine Schönung, Filtration.",False,wine_01h0qzm1sf0snnv0rxb9886jxd,RED,Rujno,Gravner,46.72674
True,819,RED,Rujno,Gravner,,BOTTLE,1999,32200,14640,1,819,"Glas Preis: 53.0Fermentation spontan für 5 Wochen.Ausbau; im Eichenholz 228l für 36 Monate. 6 Jahre in der Flasche. Keine Schönung, Filtration.",True,wine_01h0qzm1sf0snnv0rxb9886jxd,RED,Rujno,Gravner,46.72675
True,82,,Laurent Perrier Millesimé,,,BOTTLE,2008,13800,6290,1,82,Glas Preis: 23.0,True,wine_01gzr4ks5h7z6yfdmcpd6fmyrq,SPARKLING,Champagne Millésimé Brut,Laurent-Perrier,36.59407
True,82,,Laurent Perrier Millesimé,,,BOTTLE,2012,13800,6290,2,82,Glas Preis: 23.0,False,wine_01gzr4ks5h7z6yfdmcpd6fmyrq,SPARKLING,Champagne Millésimé Brut,Laurent-Perrier,36.59409
True,820,RED,Refosco dal Peduncolo Rosso,Felluga Livio,,BOTTLE,2007,4900,1440,2,820,Glas Preis: 8.0Handlese. Gärung,True,wine_01gzr4kskwpk96y45xa8mdmadx,RED,Refosco dal Peduncolo Rosso,Livio Felluga,60.170994
True,825,RED,Chianti Classico Gran Selezione Castello di Brolio,Barone Ricasoli,,BOTTLE,2016,8700,3150,3,825,Glas Preis: 14.0250-450m.ü.M. Gärung,True,wine_01gzr4kss3deahcst4pg9yewvz,RED,Castello di Brolio Gran Selezione Chianti Classico,Ricasoli,51.93184
True,826,RED,Chianti Classico,Castello di Ama,,BOTTLE,2021,6200,1860,3,826,"Glas Preis: 10.0Handlese. Gärung; im Stahltank mit Umwälzung für 21-23 Tage. BSA. Ausbau; Assemblage, danach 12 Monate in neue und alte Barrique.",True,wine_01gzr4ksd458e1b3jk0y3k9tsm,RED,Chianti Classico,Castello di Ama,41.4936
True,827,RED,Chianti Ducale Oro Riserva,Ruffino,,BOTTLE,2009,6200,1850,3,827,"Glas Preis: 10.0Nur die besten Jahre! Handlese. Ausbau; 36 Monate, davon 12 in grossen Eichenholzfässern. 6 Monate Flaschenlagerung.",True,wine_01gzr4ksd1kyevkcngqe59bpgn,RED,Riserva Ducale Chianti Classico,Ruffino,42.26211
True,828,RED,Chianti Classico,San Giusto a Rentennano,,BOTTLE,2017,4900,1280,2,828,"Glas Preis: 8.0Gärung; 14 Tage auf der Schale. Ausbau; 12 Monate in Eichenholz, Tonnenau und Barrique.",True,wine_01gzr4ksnzegj4f5dcayx3mmqj,RED,Chianti Classico Riserva,San Giusto a Rentennano,58.421528
True,829,RED,Chianti Cassico,Fontodi,,BOTTLE,2020,8100,2500,2,829,Glas Preis: 13.0,True,wine_01gzr4kt80f0t49p6s4b6nvkdv,RED,Chianti Classico,Fontodi,41.294933
True,829,RED,Chianti Cassico,Fontodi,,BOTTLE,2021,8100,2500,1,829,Glas Preis: 13.0,False,wine_01gzr4kt80f0t49p6s4b6nvkdv,RED,Chianti Classico,Fontodi,41.294926
True,830,RED,Chianti Classico Riserva Le Baroncole,San Giusto a Rentennano,,BOTTLE,2017,7600,2340,2,830,Glas Preis: 12.0Gärung,True,wine_01gzr4ksp0k1j80td4b5x0trqw,RED,Chianti Classico Riserva Le Baroncole Bio,San Giusto a Rentennano,70.54327
True,830,RED,Chianti Classico Riserva Le Baroncole,San Giusto a Rentennano,,BOTTLE,2020,7600,2340,1,830,Glas Preis: 12.0Gärung,False,wine_01gzr4ksp0k1j80td4b5x0trqw,RED,Chianti Classico Riserva Le Baroncole Bio,San Giusto a Rentennano,70.54328
True,831,RED,Chianti Classico Castello di Fonterutoli,Marchesi Mazzei,,BOTTLE,2008,8100,2490,2,831,"Glas Preis: 13.0220-520m.ü.M. Handlese. Gärung;15-18 Tage Mazeration. Ausbau; 20 Monate im kleinen Eichenfässern 500l, 60% neue franz. Eiche.",True,wine_01hbdvhdzcy55b6b4xy6fydhkv,RED,Mazzeo Chianti Classico,Mazzei,36.791355
True,832,RED,Chianti Classico Granz Selezione San Lorenzo,Castello di Ama,,BOTTLE,2019,11000,4000,3,832,Glas Preis: 18.0,True,wine_01gzr4ksny6gja7fn0tpxa4jdv,RED,Chianti Classico Gran Selezione San Lorenzo,Castello di Ama,55.310093
True,833,RED,Chianti Classico,Poggio al Sole,,BOTTLE,2010,5400,840,3,833,Glas Preis: 9.0Handlese. Gärung,True,wine_01gzr4kte8y51z3nr5fatpv8xk,RED,Chianti Classico,Poggio Al Sole,43.11385
True,834,RED,Chianti Classico Riserva Vigna il Poggiale,Castellare,,BOTTLE,2013,8100,2930,1,834,"Glas Preis: 13.0350-400m.ü.M. Gärung; Stahltank, Fermentation von 16-23 Tage. Ausbau; in 20% neuen Barrique 225l für 12- 18 Moante. 12 Monate Flaschenlagerung",True,wine_01gzr4kss07975ettzr2p5d0cs,RED,Chianti Classico Vigna Il Poggiale,Castellare,53.432827
True,834,RED,Chianti Classico Riserva Vigna il Poggiale,Castellare,,BOTTLE,2019,8100,2930,2,834,"Glas Preis: 13.0350-400m.ü.M. Gärung; Stahltank, Fermentation von 16-23 Tage. Ausbau; in 20% neuen Barrique 225l für 12- 18 Moante. 12 Monate Flaschenlagerung",False,wine_01gzr4kss07975ettzr2p5d0cs,RED,Chianti Classico Vigna Il Poggiale,Castellare,53.432816
True,835,RED,Chianti Rufina Riserva Nipozzano,Marchesi de Frescobaldi,,BOTTLE,2009,4100,1033,2,835,"Glas Preis: 6.0250-500m.ü.M. Handlese. Gärung; Stahltank, Fermentation für 13 Tage. Mazeration für 25 Tage mit Umwälzen.BSA. Ausbau; 24 Monate im Barrique. 3 Moante Flaschenlagerung.",True,wine_01gzr4kss3h9t4st9ev0cs778n,RED,Chianti Rùfina Riserva Nipozzano Vecchie Viti,Frescobaldi - Castello Nipozzano,39.83479
True,835,RED,Chianti Rufina Riserva Nipozzano,Marchesi de Frescobaldi,,BOTTLE,2013,4100,1033,1,835,"Glas Preis: 6.0250-500m.ü.M. Handlese. Gärung; Stahltank, Fermentation für 13 Tage. Mazeration für 25 Tage mit Umwälzen.BSA. Ausbau; 24 Monate im Barrique. 3 Moante Flaschenlagerung.",False,wine_01gzr4kss3h9t4st9ev0cs778n,RED,Chianti Rùfina Riserva Nipozzano Vecchie Viti,Frescobaldi - Castello Nipozzano,39.834778
True,836,RED,Montesodi IGT,Marchesi de Frescobaldi,,BOTTLE,2016,8100,2950,3,836,"Glas Preis: 13.0400m.ü.M. Handlese. Gärung; Stahltank, Fermentation von 35 Tagen.BSA. Ausbau; 18 Moante im Eichenholz. 6 Monate in der Flasche.",True,wine_01gzr4ksd6kt9h5gqgv603dqxw,RED,Montesodi Jorinde Voigt,Frescobaldi,37.551548
True,837,RED,Chianti Classico,Castello di Rampolla,,BOTTLE,2018,6000,1782,3,837,"Glas Preis: 9.0380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 tage. BSA. Ausbau; 12 Monate im Eichenholz 25/30hl, Barrique 225l, Tonneau 500l. 6 Monate Flaschenlagerung.",False,wine_01gzr4kss380ad7c5wa8rrrare,RED,Chianti Classico,Castello dei Rampolla,46.570026
True,838,RED,Chianti Classico BIO,Querciabella,,BOTTLE,2010,6500,1980,4,838,"Glas Preis: 10.0biodinamic,",True,wine_01h4pmmfkrcgv61v1rpx847873,RED,Chianti Classico,Querciabella,42.654373
True,839,RED,Giorgio Primo,Fattoria La Massa,,BOTTLE,2017,16700,7590,2,839,"Glas Preis: 27.0360m.ü.M. Ausbau; in neuen Barrique für 18 Monate, .",True,wine_01gzr4ksq0crfbq5ea5ydtdv5e,RED,Giorgio Primo,La Massa,46.428257
True,842,RED,Camartina Bio,Querciabella,,BOTTLE,2008,17400,7920,0,842,"Glas Preis: 29.0biodinamic, 1 Jahr im franz. Barrique. 25% neu. 6 Monate Flaschenlagerung.",False,wine_01h0qsxnbdcmkskes5qrt5b1hp,RED,Camartina,Querciabella,43.691925
True,843,RED,Guado al Tasso,Marchesi Antinori,,BOTTLE,2005,23000,10080,0,843,"Glas Preis: 38.0Fermentation 15-20 Tage. 1 Jahr in franz. Barrique mit BSA. Assemlage, 6 Monate Barrique.",False,wine_01gzr4kssww5k215dr9ea2695w,RED,Tenuta Guado al Tasso Matarocchio,Antinori,46.86126
True,845,RED,Guado al Tasso,Marchesi Antinori,,BOTTLE,2001,21500,8500,3,845,"Glas Preis: 35.0Fermentation 15-20 tage im Stahl. 1 Jahr in franz. Barrique mit BSA. Assemblage, 14 Monate Barrique, 1 Jahr Flaschenlagerung.",True,wine_01gzr4kssww5k215dr9ea2695w,RED,Tenuta Guado al Tasso Matarocchio,Antinori,46.86126
True,846,RED,Le Stanze,Poliziano,,BOTTLE,2017,9300,3379,2,846,Glas Preis: 15.0250-350m.ü.M. Gärung,True,wine_01gzr4ktqpwhnxxvnhxs12y2tq,RED,Le Stanze del Poliziano,Poliziano,41.784058
True,847,RED,Bolgheri Rosso,Grattamacco / Collemassari,,BOTTLE,2012,6000,1789,1,847,Glas Preis: 9.0,True,wine_01gzr4kse5ypc6y7p7pts9p2a3,RED,Bolgheri Rosso,Grattamacco,47.179886
True,847,RED,Bolgheri Rosso,Grattamacco / Collemassari,,BOTTLE,2019,6000,1789,2,847,Glas Preis: 9.0,False,wine_01gzr4kse5ypc6y7p7pts9p2a3,RED,Bolgheri Rosso,Grattamacco,47.17988
True,849,RED,Grattamacco Rosso Bolgheri Superiore,Grattamacco / Collemassari,,BOTTLE,2015,15200,6890,1,849,Glas Preis: 25.0Handlese. Gärung,True,wine_01gzr4ksd5kpx0d4sbh1pwx5xp,RED,Bolgheri Superiore,Grattamacco,48.35412
True,849,RED,Grattamacco Rosso Bolgheri Superiore,Grattamacco / Collemassari,,BOTTLE,2018,15200,6890,3,849,Glas Preis: 25.0Handlese. Gärung,False,wine_01gzr4ksd5kpx0d4sbh1pwx5xp,RED,Bolgheri Superiore,Grattamacco,48.354115
True,85,,Arunda Brut,Arunda Vivaldi,,PICCOLO,0,3300,810,6,85,Glas Preis: 5.0,True,wine_01h0my5rqpw4pabakp9gcwa13k,SPARKLING,Brut,Arunda,30.706484
True,850,RED,Insoglio del Cinghiale,Tenuta Campo di Sasso / Lodovico Antinori,,BOTTLE,2021,5700,1689,1,850,Glas Preis: 9.0,True,wine_01gzr4kt7wnaxg3748nwg9bv14,RED,Lapora Ronch del Gildo Merlot,Tenuta Al Sasso,29.283735
True,850,RED,Insoglio del Cinghiale,Tenuta Campo di Sasso / Lodovico Antinori,,BOTTLE,2022,5700,1689,2,850,Glas Preis: 9.0,False,wine_01gzr4kt7wnaxg3748nwg9bv14,RED,Lapora Ronch del Gildo Merlot,Tenuta Al Sasso,29.283731
True,851,RED,Monteverro,Monteverro,,BOTTLE,2012,24100,10970,0,851,Glas Preis: 40.0Gärung,True,wine_01gzr4kt109k2rhbm6pw1kcydz,RED,Terra di Monteverro,Monteverro,43.62746
True,851,RED,Monteverro,Monteverro,,BOTTLE,2019,24100,10970,1,851,Glas Preis: 40.0Gärung,False,wine_01gzr4kt109k2rhbm6pw1kcydz,RED,Terra di Monteverro,Monteverro,43.627457
True,852,RED,Tinata Monteverro,Monteverro,,BOTTLE,2010,12800,5800,3,852,Glas Preis: 21.0Gärung,True,wine_01gzr4kt10pnm9dpv0ffah5mhf,RED,Terra di Monteverro,Monteverro,43.62746
True,854,RED,Sassicaia,Tenut San Guido,,BOTTLE,2021,59000,29000,3,854,Glas Preis: 98.0,True,wine_01gzr4ksd13hpy7q0n03dkf2wb,RED,Sassicaia,Tenuta San Guido,47.674057
True,855,RED,Sassicaia,Tenuta San Guido,,BOTTLE,2017,36000,12540,0,855,"Glas Preis: 60.0100-300m.ü.M. Gärung; im Stahltank, ca. 2 Wochen auf der Schale mit Umwälzen, BSA im Stahltank. Ausbau; 24 Monate im franz. Eichenbarrqiue. Flaschenlagerung.",False,wine_01gzr4ksd13hpy7q0n03dkf2wb,RED,Sassicaia,Tenuta San Guido,49.484707
True,858,RED,50 & 50,Capannelle & Avignonesi,,BOTTLE,2007,19600,8900,1,858,"Glas Preis: 32.0Gärung; im Holz, Mazeration für 15-20 Tage. Ausbau; 18 Monate im franz. Eichenbarrique ( Mittlere Tostatur)",True,wine_01gzr4ksd53a52xqrepkrchv7c,RED,50 & 50,Capannelle,53.389503
True,858,RED,50 & 50,Capannelle & Avignonesi,,BOTTLE,2018,19600,8900,2,858,"Glas Preis: 32.0Gärung; im Holz, Mazeration für 15-20 Tage. Ausbau; 18 Monate im franz. Eichenbarrique ( Mittlere Tostatur)",False,wine_01gzr4ksd53a52xqrepkrchv7c,RED,50 & 50,Capannelle,53.389496
True,859,RED,Camarcanda,Gaja-Ca'Marcanda,,BOTTLE,2018,24200,11000,1,859,Glas Preis: 40.0,True,wine_01gzr4kspp4p0rmdx7xagx6347,RED,Camarcanda,Gaja - Ca' Marcanda,33.967697
True,861,RED,Castello di Bolgheri - Bolgheri Superiore,Castello di Bolgheri,,BOTTLE,2019,10100,4600,2,861,Glas Preis: 16.0Handlese. Gärung,True,wine_01gzr4kss3gq48ep8g72wzzm46,RED,Bolgheri Superiore,Castello di Bolgheri,61.303635
True,862,RED,Paleo,Le Macchiole,,BOTTLE,2018,12300,5600,2,862,Glas Preis: 20.0,True,wine_01gzr4kt810tmm0da7zqeq70px,RED,Paleo Rosso,Le Macchiole,41.59485
True,863,RED,Paleo,Le Macchiole,,BOTTLE,2019,20800,9438,7,863,Glas Preis: 34.0,True,wine_01gzr4kt810tmm0da7zqeq70px,RED,Paleo Rosso,Le Macchiole,41.59485
True,864,RED,Messorio,Le Macchiole,,BOTTLE,2019,41500,18876,2,864,Glas Preis: 69.0Lese in der 1 & 2 Septemberwoche. Gärung,True,wine_01gzr4kt817z0trnf1dfermc95,RED,Messorio,Le Macchiole,47.65024
True,866,RED,Tignanello,Marchesi Antinori,,BOTTLE,2020,18800,8540,1,866,Glas Preis: 31.0,True,wine_01gzr4ksswn8cnrh7jb8qff1wy,RED,Tignanello,Antinori - Tenuta Tignanello,33.830345
True,867,RED,Solaia,Marchesi Antinori,,BOTTLE,2013,37400,17000,1,867,"Glas Preis: 62.0BSA im Barrique. Ausbau; 18 Moante in franz. Und ungarischen EichenBarrique. Assemblage, kurze Flaschenlagerung.",True,wine_01gzr4ksd3d7r1nat6d0mmwhhg,RED,Solaia,Antinori - Tenuta Tignanello,32.207005
True,870,RED,Solaia,Marchesi Antinori,,BOTTLE,2006,75000,35860,1,870,"Glas Preis: 125.0BSA im Barrique. Ausbau; 18 Moante in neuen franz. EichenBarrique. Assemblage, 1 Jahr Flaschenlagerung.",True,wine_01gzr4ksd3d7r1nat6d0mmwhhg,RED,Solaia,Antinori - Tenuta Tignanello,32.207005
True,872,RED,Desiderio,Avignonesi,,BOTTLE,2019,9900,3600,3,872,Glas Preis: 16.0Ausbau,True,wine_01h0my5rs1ykn5cfzvyrbxazas,RED,Desiderio Merlot,Avignonesi,38.895264
True,873,RED,Cabreo Il Borgo,Tenute del Cabreo Folonari,,BOTTLE,2017,8800,3190,1,873,"Glas Preis: 14.0300m.ü.M. Gärung im Stahltank. Mazeration für 15-18 Tage. Ausbau; Assemblage, in franz. Eichenfässern 30% neu, 40% zweite Belgeung, 30% dritte Belegung. 16-18 Moante. 6 Monate Flaschenlagerung.",False,wine_01gzr4ksd6ajsehb43hs03rwa5,RED,Cabreo Il Borgo,Tenute del Cabreo,59.70213
True,873,RED,Cabreo Il Borgo,Tenute del Cabreo Folonari,,BOTTLE,2020,8800,3190,1,873,"Glas Preis: 14.0300m.ü.M. Gärung im Stahltank. Mazeration für 15-18 Tage. Ausbau; Assemblage, in franz. Eichenfässern 30% neu, 40% zweite Belgeung, 30% dritte Belegung. 16-18 Moante. 6 Monate Flaschenlagerung.",False,wine_01gzr4ksd6ajsehb43hs03rwa5,RED,Cabreo Il Borgo,Tenute del Cabreo,59.70213
True,875,RED,Siepi,Marchesi Mazzei,,BOTTLE,2006,23000,7559,1,875,"Glas Preis: 38.0260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung.",True,wine_01h0r2pq0gt7tvxpa3nxn6e318,RED,Siepi,Mazzei - Castello di Fonterutoli,33.032715
True,875,RED,Siepi,Marchesi Mazzei,,BOTTLE,2016,23000,7559,1,875,"Glas Preis: 38.0260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung.",False,wine_01h0r2pq0gt7tvxpa3nxn6e318,RED,Siepi,Mazzei - Castello di Fonterutoli,33.032715
True,876,RED,Siepi,Marchesi Mazzei,,BOTTLE,2005,26000,11980,2,876,"Glas Preis: 43.0260m.ü.m. Handlese. Gärung; Mazeration 14 Tage Merlot, 16 Tage Sangiovese.Ausbau; Merlot, 18 Monate in kleinen franz. EichenBarique 225l. Sangiovese, 16 Monate in klienen franz. EichenBarrqiue 225l. 8 Monate Flaschenlagerung.",True,wine_01h0r2pq0gt7tvxpa3nxn6e318,RED,Siepi,Mazzei - Castello di Fonterutoli,33.032715
True,879,RED,Cepparello,Isole e Olena,,BOTTLE,2019,19500,8500,1,879,"Glas Preis: 32.0350-450 m.ü.M. Handlese. Gärung; Mazeration 21-28 Tage mit Umwälzen. Ausbau; 18 Monate in Barrique 225l, (95% franz. Eichenholz, 3% amerikanisches Holz, 1/3 neu.)",True,wine_01gzr4kt5x8kxsrj2cn2p1729a,RED,Cepparello Red,Isole e Olena,49.71653
True,880,RED,Percarlo,San Giusto a Rentennano,,BOTTLE,2014,11200,5080,3,880,Glas Preis: 18.0Gärung,True,wine_01gzr4ksnz54m044q104qt10wk,RED,Sangiovese Percarlo,San Giusto a Rentennano,62.677383
True,881,RED,Saffredi,Le Pupille,,BOTTLE,2019,16900,7690,2,881,Glas Preis: 28.0,True,wine_01gzr4ktfjta34g6r2n4grn176,RED,Saffredi,Fattoria le Pupille,40.45268
True,881,RED,Saffredi,Le Pupille,,BOTTLE,2021,16900,7690,1,881,Glas Preis: 28.0,False,wine_01gzr4ktfjta34g6r2n4grn176,RED,Saffredi,Fattoria le Pupille,40.452675
True,883,RED,Le Serre Nuove dell'Ornellaia,Tenuta Ornellaia,,BOTTLE,2020,11000,3990,1,883,"Glas Preis: 18.0Handlese. Gärung; Fermentation im Stahl für 1 Woche. Mazeration 10 Tage. BSA. Ausbau; 15 Monate in Barrique, 25% neue, 75% zweite Belegung. Nach 12 Monaten Assemblage. 3 Monate Barrique. 6 Monate Flaschenlagerung.",True,wine_01gzr4kt84p32acb7v4yb1s1mc,RED,Bolgheri Le Serre Nuove,Ornellaia,45.517715
True,887,RED,Petra,Petra,,BOTTLE,2020,9500,3450,2,887,"Glas Preis: 15.0Gärung; natürlich im Holz. Ausbau; in franz. Barrique(leichte Tostatur, kleiner teil sind neu) mit BSA für 18 Monate. Einige Monate Flaschenlagerung.",False,wine_01gzr4kt853ehafk26j3my2hfe,RED,Petra,Petra,34.550575
True,887,RED,Petra,Petra,,BOTTLE,2018,9500,3450,1,887,"Glas Preis: 15.0Gärung; natürlich im Holz. Ausbau; in franz. Barrique(leichte Tostatur, kleiner teil sind neu) mit BSA für 18 Monate. Einige Monate Flaschenlagerung.",True,wine_01gzr4kt853ehafk26j3my2hfe,RED,Petra,Petra,34.550583
True,888,RED,Le Difese,Tenuta San Guido,,BOTTLE,2011,4900,1430,1,888,"Glas Preis: 8.0Gärung; im Stahltank. Mazeration für 12-14 Tage Cabernet sauvignon, 15-18 Tage Sangiovese. Ausbau; 12 Monate in franz. EichenBarrique und ein kleiner Teil in amerikanischen Barrique.",False,wine_01gzr4ksd26w035f1fyngbtc2g,RED,Le Difese,Tenuta San Guido,52.03913
True,888,RED,Le Difese,Tenuta San Guido,,BOTTLE,2013,4900,1430,2,888,"Glas Preis: 8.0Gärung; im Stahltank. Mazeration für 12-14 Tage Cabernet sauvignon, 15-18 Tage Sangiovese. Ausbau; 12 Monate in franz. EichenBarrique und ein kleiner Teil in amerikanischen Barrique.",True,wine_01gzr4ksd26w035f1fyngbtc2g,RED,Le Difese,Tenuta San Guido,52.03907
True,889,RED,Guidalberto,Tenuta San Guido,,BOTTLE,2022,11500,4170,1,889,Glas Preis: 19.0Gärung,False,wine_01gzr4ksnx8asdj89jfbepz68c,RED,Guidalberto,Tenuta San Guido,52.17512
True,889,RED,Guidalberto,Tenuta San Guido,,BOTTLE,2016,11500,4170,2,889,Glas Preis: 19.0Gärung,True,wine_01gzr4ksnx8asdj89jfbepz68c,RED,Guidalberto,Tenuta San Guido,52.175125
True,891,RED,Flaccianello Bio,,,BOTTLE,2017,21800,9900,1,891,Glas Preis: 36.0,True,wine_01j8jrhqhdsmryrgcar3vn9tx8,RED,Bio Lagrein,Bio Vom Berg,22.256996
True,891,RED,Flaccianello Bio,,,BOTTLE,2019,21800,9900,2,891,Glas Preis: 36.0,False,wine_01j8jrhqhdsmryrgcar3vn9tx8,RED,Bio Lagrein,Bio Vom Berg,22.256994
True,893,RED,Barbicone,Azienda Agricola Russo,,BOTTLE,2009,4800,1250,3,893,Glas Preis: 7.080m.ü.M. Handlese. Gärung,True,wine_01h0my5sc4bk8gxb5cjs9kpnxn,RED,Barbicone,Russo,39.915386
True,894,RED,Il Pareto,Tenuta di Nozzole - Folonari,,BOTTLE,2018,11400,4152,3,894,Glas Preis: 19.0350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage. BSA. Ausbau,True,wine_01gzr4ksd9ptp4r68vg492ppq5,RED,Cabernet Sauvignon Il Pareto,Tenuta di Nozzole,48.90734
True,895,RED,Il Pareto,Tenuta di Nozzole - Folonari,,BOTTLE,2006,13500,3500,3,895,Glas Preis: 22.0350m.ü.M. Gärung: im Stahltank. Mazeration auf der Schale für 15 Tage. BSA. Ausbau,True,wine_01gzr4ksd9ptp4r68vg492ppq5,RED,Cabernet Sauvignon Il Pareto,Tenuta di Nozzole,48.90734
True,896,RED,Fidenzio,Podere San Luigi,,BOTTLE,2009,9800,3564,2,896,Glas Preis: 16.0,False,wine_01h0qzm1mmk62ct5q8wpyjjba9,RED,Fidenzio,Podere San Luigi,48.482025
True,896,RED,Fidenzio,Podere San Luigi,,BOTTLE,2008,9800,3564,1,896,Glas Preis: 16.0,True,wine_01h0qzm1mmk62ct5q8wpyjjba9,RED,Fidenzio,Podere San Luigi,48.48111
True,897,RED,La Mandria Del Pari,Azienda Agricola Russo,,BOTTLE,2009,6500,1980,3,897,Glas Preis: 10.018 Monate im neuen Barrique,True,wine_01gzr4ksskbfe532knh3n11evk,RED,La Mandria del Pari Cabernet Sauvignon,Cantine Russo,36.632263
True,898,RED,Vigna d´Alceo,Castello di Rampolla,,BOTTLE,2011,24300,11040,2,898,"Glas Preis: 40.0380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 Tage. BSA. Ausbau; 14-16 Monate in Barrique 225l, Tonneau 500l. 24 Monate Flaschenlagerung.",True,wine_01gzr4kss3321wmpyfhspgj7fd,RED,Chianti Classico Riserva Vigna Poggiarso,Castello di Meleto,22.402103
True,898,RED,Vigna d´Alceo,Castello di Rampolla,,BOTTLE,2004,24300,11040,1,898,"Glas Preis: 40.0380m.ü.M. Gärung; 7 Tage Fermentation. Mazeration auf der Schale 30 Tage. BSA. Ausbau; 14-16 Monate in Barrique 225l, Tonneau 500l. 24 Monate Flaschenlagerung.",False,wine_01gzr4kss3321wmpyfhspgj7fd,RED,Chianti Classico Riserva Vigna Poggiarso,Castello di Meleto,22.4021
True,899,RED,La Ricolma,San Giusto a Rentennano,,BOTTLE,2018,12100,4396,1,899,Glas Preis: 20.0Gärung,False,wine_01gzr4ksp33t709aca1ac6zksz,RED,La Ricolma,San Giusto a Rentennano,60.841003
True,899,RED,La Ricolma,San Giusto a Rentennano,,BOTTLE,2009,12100,4396,2,899,Glas Preis: 20.0Gärung,True,wine_01gzr4ksp33t709aca1ac6zksz,RED,La Ricolma,San Giusto a Rentennano,60.84101
